|       |     F10A3 |     F10A5 |     F10B3 |     F10B5 |     F10C1 |     F10C3 |     F10C4 |     F10D1 |     F10D5 |     F10E3 |     F10E5 |     F10F1 |     F10F3 |     F10F5 |     F10G2 |     F11A3 |     F11A6 |     F11B1 |     F11B2 |     F11B5 |     F11C2 |     F11D1 |     F11D2 |     F11D4 |     F11G3 |     F11G4 |     F12B1 |     F12B2 |     F12B3 |     F12C6 |     F12D4 |     F12E1 |     F12E4 |     F12E5 |     F12E6 |     F12F1 |     F12F5 |     F12G1 |     F15A3 |     F15A5 |     F15A6 |     F15B5 |     F15C5 |     F15C6 |     F15C8 |     F15D1 |     F15D2 |     F15E1 |     F15E2 |     F15E4 |     F15E5 |     F15E7 |     F15F1 |     F15F3 |     F15F5 |     F15F6 |     F15F8 |     F15H1 |     F15H5 |     F16A2 |     F16A4 |     F16A5 |     F16B1 |     F16B2 |     F16B3 |     F16B6 |     F16C1 |     F16D6 |     F16F4 |     F16G3 |     F16G4 |     F16G6 |     F17A7 |     F17B1 |     F17B7 |     F17C1 |     F17C2 |     F17C7 |     F17D6 |     F17E6 |     F17E7 |     F17F3 |     F17F5 |     F17G3 |     F17G5 |     F18B2 |     F18B4 |     F18C4 |     F18D2 |     F18E1 |     F18E2 |     F18F2 |      F3F1 |      F5A2 |      F5A4 |      F5B1 |      F5B2 |      F5B3 |      F5B4 |      F5C1 |      F5C2 |      F5C4 |      F5D1 |      F5E2 |      F5E4 |      F5F2 |      F5G2 |      F6A4 |      F6B2 |      F6B4 |      F6C2 |      F6C4 |      F6D2 |      F6E2 |      F6E4 |      F6F2 |      F6F4 |      F6G2 |      F6G3 |      F7A3 |      F7A6 |      F7B1 |      F7B2 |      F7B4 |      F7B5 |      F7B6 |      F7C1 |      F7C2 |      F7C6 |      F7D2 |      F7D3 |      F7D4 |      F7D6 |      F7E2 |      F7E6 |      F7F2 |      F7F3 |      F7F6 |      F7G2 |      F7G5 |      F8A1 |      F8A2 |      F8B2 |      F8B4 |      F8B5 |      F8C5 |      F8D3 |      F8D4 |      F8E6 |      F8G1 |      F8G2 |      F9A2 |      F9A3 |      F9A4 |      F9A5 |      F9B4 |      F9B6 |      F9C5 |      F9D3 |      F9D6 |      F9F2 |      F9F3 |      F9G3 |
| F15F8 | 0.0681818 | 0         | 0         | 0.0746269 | 0         | 0.0806452 | 0         | 0.142857  | 0         | 0         | 0.0491803 | 0.0892857 | 0.444444  | 0.272727  | 0         | 0.0508475 | 0         | 0.105263  | 0.25      | 0.1       | 0.0793651 | 0.138889  | 0         | 0         | 0.0294118 | 0.4       | 0.2       | 0         | 0         | 0.363636  | 0         | 0.0172414 | 0         | 0.0769231 | 0.363636  | 0.2       | 0.0545455 | 0.222222  | 0         | 0.125     | 0         | 0.2       | 0.210526  | 0         | 0.0434783 | 0         | 0.121212  | 0         | 0         | 0         | 0.111111  | 0         | 0         | 0         | 0.173913  | 0         | 1         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.2       | 0         | 0.2       | 0         | 0         | 0.0625    | 0.238095  | 0         | 0.166667  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.04      | 0         | 0.428571  | 0         | 0         | 0         | 0         | 0.0491803 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.235294  | 0         | 0.142857  | 0         | 0         | 0         | 0.0877193 | 0.0769231 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.166667  | 0         | 0.107143  | 0         | 0         | 0         | 0         | 0.0724638 | 0         | 0         | 0.125     | 0         | 0         | 0         | 0         | 0         | 0         | 0.0227273 | 0         | 0         | 0         | 0         | 0         | 0.125     | 0         | 0         | 0         | 0.0454545 | 0.111111  | 0.555556  | 0.4       | 0.102564  | 0         | 0         |
| F15H1 | 0.0625    | 0         | 0         | 0.134328  | 0.111111  | 0.0923077 | 0.266667  | 0.257143  | 0         | 0.111111  | 0.133333  | 0.101695  | 0         | 0         | 0.0888889 | 0.1       | 0         | 0.190476  | 0.0909091 | 0         | 0.125     | 0.125     | 0         | 0.178571  | 0.147059  | 0         | 0         | 0         | 0.0588235 | 0         | 0         | 0.166667  | 0.0625    | 0.125     | 0         | 0         | 0.127273  | 0.0833333 | 0         | 0.0833333 | 0         | 0         | 0.227273  | 0         | 0.037037  | 0.0212766 | 0.025     | 0         | 0.0909091 | 0.166667  | 0.0909091 | 0.097561  | 0         | 0         | 0.107143  | 0         | 0         | 1         | 0.75      | 0.181818  | 0.153846  | 0.111111  | 0.0714286 | 0.0555556 | 0         | 0.166667  | 0         | 0         | 0         | 0.111111  | 0.3125    | 0.0344828 | 0.0416667 | 0.190476  | 0         | 0.0625    | 0.0666667 | 0.222222  | 0         | 0         | 0         | 0.0555556 | 0.173913  | 0.227273  | 0.15      | 0.25      | 0.277778  | 0         | 0         | 0         | 0.0769231 | 0         | 0.152542  | 0         | 0.0588235 | 0.0727273 | 0.05      | 0.2       | 0.0588235 | 0.0666667 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0         | 0.1       | 0         | 0.0769231 | 0.25      | 0         | 0.0869565 | 0.15      | 0         | 0         | 0         | 0.181818  | 0.137931  | 0.121212  | 0         | 0         | 0         | 0.25      | 0.111111  | 0         | 0         | 0         | 0.1       | 0.0606061 | 0         | 0.272727  | 0         | 0         | 0.130435  | 0         | 0         | 0         | 0         | 0         | 0         | 0.111111  | 0.111111  | 0.121951  | 0         | 0         | 0         | 0.153846  | 0.0833333 | 0         | 0.0833333 | 0         | 0.266667  | 0         | 0.0384615 | 0.142857  | 0         | 0.0588235 | 0.119048  | 0.0606061 | 0.0909091 |
| F15H5 | 0.102041  | 0         | 0         | 0.179104  | 0.0833333 | 0.0882353 | 0.375     | 0.342857  | 0         | 0.0833333 | 0.163934  | 0.152542  | 0         | 0.05      | 0.0833333 | 0.15      | 0         | 0.166667  | 0.173913  | 0         | 0.153846  | 0.170732  | 0         | 0.2       | 0.166667  | 0         | 0         | 0         | 0.05      | 0         | 0         | 0.2       | 0.111111  | 0.166667  | 0.1       | 0         | 0.181818  | 0.0740741 | 0         | 0.0666667 | 0         | 0         | 0.304348  | 0         | 0.107143  | 0.0625    | 0.0731707 | 0.103448  | 0.153846  | 0.214286  | 0.08      | 0.0909091 | 0         | 0         | 0.0967742 | 0         | 0         | 0.75      | 1         | 0.142857  | 0.285714  | 0.166667  | 0.0588235 | 0.108108  | 0         | 0.192308  | 0         | 0         | 0         | 0.0833333 | 0.333333  | 0.1       | 0.037037  | 0.166667  | 0         | 0.0882353 | 0.0555556 | 0.315789  | 0         | 0         | 0         | 0.047619  | 0.25      | 0.363636  | 0.181818  | 0.32      | 0.238095  | 0         | 0         | 0         | 0.0625    | 0         | 0.20339   | 0         | 0.05      | 0.107143  | 0.0714286 | 0.166667  | 0.05      | 0.0555556 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.171875  | 0         | 0.166667  | 0         | 0.0689655 | 0.210526  | 0         | 0.166667  | 0.181818  | 0         | 0         | 0         | 0.142857  | 0.189655  | 0.166667  | 0         | 0         | 0         | 0.4375    | 0.0833333 | 0         | 0         | 0         | 0.0769231 | 0.151515  | 0         | 0.214286  | 0         | 0         | 0.173913  | 0         | 0         | 0         | 0         | 0         | 0         | 0.0833333 | 0.166667  | 0.113636  | 0         | 0         | 0         | 0.125     | 0.0666667 | 0         | 0.0666667 | 0         | 0.294118  | 0         | 0.0344828 | 0.125     | 0         | 0.05      | 0.162791  | 0.0555556 | 0.125     |
| F16A2 | 0         | 0         | 0         | 0.0597015 | 0         | 0.0645161 | 0.0769231 | 0.0540541 | 0         | 0.25      | 0.0677966 | 0.0344828 | 0         | 0         | 0.1       | 0.0166667 | 0         | 0.176471  | 0         | 0         | 0.0634921 | 0         | 0         | 0.166667  | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0         | 0.0740741 | 0.2       | 0.3       | 0         | 0         | 0.0754717 | 0.105263  | 0         | 0.142857  | 0         | 0         | 0.157895  | 0         | 0         | 0.0238095 | 0         | 0         | 0         | 0         | 0.1875    | 0.0810811 | 0         | 0         | 0.130435  | 0         | 0         | 0.181818  | 0.142857  | 1         | 0         | 0.0576923 | 0         | 0.03125   | 0         | 0.0454545 | 0         | 0.1       | 0         | 0         | 0.0666667 | 0         | 0.0526316 | 0.0526316 | 0         | 0.0357143 | 0.1       | 0         | 0.2       | 0         | 0         | 0         | 0         | 0         | 0         | 0.0869565 | 0.125     | 0         | 0         | 0         | 0         | 0         | 0.0677966 | 0         | 0         | 0.08      | 0         | 0.3       | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0634921 | 0         | 0         | 0         | 0.0454545 | 0.363636  | 0         | 0         | 0         | 0         | 0         | 0         | 0.142857  | 0.0701754 | 0.0615385 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0         | 0         | 0.057971  | 0         | 0         | 0         | 0.0526316 | 0         | 0         | 0.25      | 0.0576923 | 0.108108  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0769231 | 0         | 0.047619  | 0.117647  | 0         | 0         | 0.105263  | 0.0714286 | 0         |
| F16A4 | 0.116279  | 0         | 0         | 0.0895522 | 0         | 0.030303  | 0.230769  | 0.108108  | 0         | 0         | 0.101695  | 0.0877193 | 0         | 0.0714286 | 0         | 0.105263  | 0         | 0         | 0.05      | 0         | 0.0952381 | 0.105263  | 0         | 0.0344828 | 0.0588235 | 0         | 0         | 0         | 0         | 0         | 0.166667  | 0.111111  | 0.0769231 | 0.0714286 | 0.0666667 | 0         | 0.0727273 | 0         | 0         | 0         | 0.0689655 | 0         | 0.142857  | 0         | 0.0416667 | 0.0714286 | 0.0555556 | 0.0833333 | 0         | 0.1       | 0         | 0.0243902 | 0         | 0         | 0.037037  | 0         | 0         | 0.153846  | 0.285714  | 0         | 1         | 0.117647  | 0.0909091 | 0.166667  | 0         | 0.0416667 | 0         | 0         | 0         | 0         | 0.2       | 0.0384615 | 0.047619  | 0         | 0         | 0.107143  | 0         | 0.117647  | 0         | 0         | 0         | 0         | 0.142857  | 0.263158  | 0.176471  | 0.125     | 0.111111  | 0         | 0         | 0         | 0         | 0         | 0.0833333 | 0.0833333 | 0         | 0.0566038 | 0.147059  | 0.0714286 | 0.153846  | 0         | 0         | 0         | 0         | 0         | 0         | 0.0909091 | 0.0909091 | 0.0952381 | 0         | 0.142857  | 0         | 0.0869565 | 0         | 0.0333333 | 0.047619  | 0.176471  | 0         | 0         | 0         | 0.111111  | 0.105263  | 0.0597015 | 0         | 0.0714286 | 0         | 0.307692  | 0         | 0         | 0         | 0         | 0.142857  | 0.103448  | 0         | 0         | 0         | 0         | 0.0869565 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0961538 | 0.0487805 | 0.0222222 | 0         | 0         | 0.0909091 | 0         | 0         | 0.111111  | 0         | 0.230769  | 0         | 0.0434783 | 0.05      | 0         | 0         | 0.0232558 | 0         | 0.105263  |
| F16A5 | 0.453125  | 0.0196078 | 0.0196078 | 0.661972  | 0.0196078 | 0.486842  | 0.173077  | 0.194444  | 0.0196078 | 0         | 0.666667  | 0.621212  | 0         | 0.0169492 | 0.4       | 0.636364  | 0.0545455 | 0.0634921 | 0.0819672 | 0         | 0.5       | 0.403226  | 0.148148  | 0.229508  | 0.327869  | 0         | 0         | 0.0196078 | 0.176471  | 0         | 0.0196078 | 0.721311  | 0.113208  | 0.0909091 | 0.0338983 | 0         | 0.507246  | 0.0461538 | 0.0196078 | 0         | 0.433962  | 0         | 0.189655  | 0.0980392 | 0.272727  | 0.698113  | 0.296875  | 0.365385  | 0.0588235 | 0.0980392 | 0.047619  | 0.474576  | 0.0196078 | 0.0196078 | 0.0895522 | 0.0196078 | 0         | 0.111111  | 0.166667  | 0.0576923 | 0.117647  | 1         | 0.0754717 | 0.481481  | 0.137255  | 0.0606061 | 0.0588235 | 0.0175439 | 0.0196078 | 0         | 0.145455  | 0.0434783 | 0.240741  | 0.0307692 | 0.115385  | 0.310345  | 0.0943396 | 0.230769  | 0.0350877 | 0         | 0.0196078 | 0.150943  | 0.277778  | 0.277778  | 0.25      | 0.125     | 0.140351  | 0         | 0.0961538 | 0.245283  | 0.037037  | 0.0175439 | 0.571429  | 0.137255  | 0.132075  | 0.578125  | 0.527273  | 0.0526316 | 0.176471  | 0.115385  | 0.0784314 | 0         | 0.0384615 | 0.0196078 | 0.0535714 | 0.117647  | 0.117647  | 0.727273  | 0         | 0.0192308 | 0.0961538 | 0.320755  | 0.0508475 | 0.433962  | 0.0806452 | 0.226415  | 0.0188679 | 0.0196078 | 0.0192308 | 0.0576923 | 0.521127  | 0.589041  | 0         | 0.153846  | 0.0392157 | 0.127273  | 0.0196078 | 0         | 0         | 0         | 0.0392157 | 0.283333  | 0         | 0         | 0         | 0         | 0.578947  | 0         | 0         | 0         | 0.155172  | 0         | 0.0784314 | 0         | 0.758621  | 0.466667  | 0.4       | 0.0196078 | 0.115385  | 0.0961538 | 0.0377358 | 0.0196078 | 0.0185185 | 0.0196078 | 0.12963   | 0.0196078 | 0.210526  | 0.118644  | 0         | 0.0169492 | 0.289855  | 0.375     | 0.245283  |
| F16B1 | 0.0909091 | 0         | 0         | 0.0428571 | 0         | 0.0625    | 0.0666667 | 0.025     | 0         | 0         | 0.0833333 | 0.107143  | 0         | 0         | 0.121951  | 0.0862069 | 0         | 0         | 0         | 0         | 0.0952381 | 0.105263  | 0         | 0         | 0.125     | 0         | 0         | 0         | 0         | 0         | 0         | 0.0909091 | 0         | 0         | 0         | 0         | 0.0925926 | 0         | 0         | 0         | 0.148148  | 0         | 0         | 0         | 0.190476  | 0.097561  | 0.117647  | 0.04      | 0         | 0         | 0         | 0.105263  | 0         | 0         | 0         | 0         | 0         | 0.0714286 | 0.0588235 | 0         | 0.0909091 | 0.0754717 | 1         | 0.206897  | 0.0833333 | 0         | 0         | 0         | 0         | 0         | 0.0588235 | 0         | 0.1       | 0         | 0         | 0.0689655 | 0.0833333 | 0         | 0         | 0         | 0         | 0         | 0         | 0.0434783 | 0         | 0.0384615 | 0.176471  | 0         | 0.2       | 0.166667  | 0         | 0         | 0.0833333 | 0         | 0         | 0.0769231 | 0.147059  | 0.0714286 | 0.153846  | 0         | 0         | 0         | 0         | 0         | 0.0769231 | 0         | 0.0909091 | 0.0952381 | 0         | 0         | 0         | 0.136364  | 0         | 0.192308  | 0         | 0.176471  | 0         | 0         | 0         | 0         | 0.105263  | 0.0597015 | 0         | 0.153846  | 0.142857  | 0.0625    | 0         | 0         | 0         | 0         | 0.142857  | 0.0666667 | 0         | 0         | 0         | 0         | 0.0869565 | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0.0754717 | 0.131579  | 0.0952381 | 0         | 0.0833333 | 0         | 0.111111  | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0.05      | 0         | 0         | 0.047619  | 0.142857  | 0.05      |
| F16B2 | 0.290909  | 0.0344828 | 0         | 0.315068  | 0         | 0.28169   | 0.0833333 | 0.0666667 | 0         | 0         | 0.396825  | 0.370968  | 0         | 0.027027  | 0.301887  | 0.34375   | 0.0285714 | 0.0465116 | 0.0232558 | 0         | 0.393939  | 0.27451   | 0         | 0.06      | 0.282609  | 0         | 0         | 0         | 0.0857143 | 0         | 0.0344828 | 0.40678   | 0.0882353 | 0.0857143 | 0.0263158 | 0         | 0.322581  | 0.0222222 | 0.0344828 | 0         | 0.459459  | 0         | 0.0930233 | 0.133333  | 0.263158  | 0.387755  | 0.326087  | 0.225     | 0         | 0.0967742 | 0.0232558 | 0.3       | 0.0344828 | 0.0344828 | 0.02      | 0.0344828 | 0         | 0.0555556 | 0.108108  | 0.03125   | 0.166667  | 0.481481  | 0.206897  | 1         | 0.125     | 0.0212766 | 0.0666667 | 0.0285714 | 0         | 0         | 0.108108  | 0.0204082 | 0.285714  | 0         | 0.0909091 | 0.317073  | 0.125     | 0.05      | 0.0277778 | 0         | 0.0344828 | 0.0263158 | 0.205128  | 0.119048  | 0.194444  | 0.0869565 | 0.162162  | 0         | 0.129032  | 0.222222  | 0         | 0         | 0.275362  | 0.16129   | 0.0857143 | 0.338983  | 0.512195  | 0.0555556 | 0.225806  | 0.0588235 | 0.0645161 | 0         | 0         | 0.0344828 | 0.0277778 | 0.129032  | 0.166667  | 0.4375    | 0         | 0.0333333 | 0.09375   | 0.297297  | 0.025641  | 0.5       | 0.0227273 | 0.264706  | 0         | 0.0344828 | 0.0333333 | 0.03125   | 0.34375   | 0.287671  | 0         | 0.225806  | 0.0333333 | 0.111111  | 0         | 0         | 0         | 0         | 0.0333333 | 0.145833  | 0         | 0         | 0         | 0         | 0.342466  | 0         | 0         | 0         | 0.125     | 0         | 0.03125   | 0         | 0.403509  | 0.375     | 0.352941  | 0         | 0.0588235 | 0.0294118 | 0.0645161 | 0         | 0         | 0         | 0.0833333 | 0         | 0.0930233 | 0.047619  | 0         | 0         | 0.155172  | 0.170213  | 0.157895  |
| F16B3 | 0.0652174 | 0         | 0         | 0.0882353 | 0         | 0.0952381 | 0         | 0.0243902 | 0         | 0         | 0.0645161 | 0.125     | 0         | 0         | 0.119048  | 0.103448  | 0         | 0.0454545 | 0         | 0         | 0.09375   | 0.0487805 | 0.0588235 | 0.0689655 | 0.0571429 | 0         | 0         | 0         | 0.142857  | 0         | 0         | 0.0701754 | 0         | 0         | 0         | 0         | 0.0714286 | 0         | 0         | 0         | 0.185185  | 0         | 0         | 0.0909091 | 0.04      | 0.0952381 | 0.147059  | 0.227273  | 0         | 0.0909091 | 0         | 0.162162  | 0         | 0         | 0.0357143 | 0         | 0         | 0         | 0         | 0         | 0         | 0.137255  | 0.0833333 | 0.125     | 1         | 0         | 0.111111  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0322581 | 0         | 0.0526316 | 0         | 0         | 0         | 0.133333  | 0.0416667 | 0.0416667 | 0.05      | 0         | 0         | 0         | 0.0833333 | 0.222222  | 0         | 0         | 0.047619  | 0.0769231 | 0         | 0.0961538 | 0.176471  | 0         | 0.142857  | 0         | 0.222222  | 0         | 0         | 0         | 0.0714286 | 0.181818  | 0.181818  | 0.111111  | 0         | 0         | 0.3       | 0.0833333 | 0         | 0.230769  | 0         | 0.05      | 0         | 0.142857  | 0         | 0.222222  | 0.0491803 | 0.107692  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.137931  | 0         | 0         | 0         | 0         | 0.101449  | 0         | 0         | 0         | 0.0454545 | 0         | 0.1       | 0         | 0.0943396 | 0.128205  | 0.119048  | 0.142857  | 0         | 0.0833333 | 0         | 0         | 0         | 0         | 0.0625    | 0.142857  | 0.0416667 | 0.1       | 0         | 0         | 0.0465116 | 0.1       | 0.047619  |
| F16B6 | 0.173077  | 0         | 0         | 0.246377  | 0.0526316 | 0.246154  | 0.115385  | 0.5       | 0         | 0.0526316 | 0.181818  | 0.209677  | 0.285714  | 0.333333  | 0.113208  | 0.151515  | 0.04      | 0.25      | 0.545455  | 0.25      | 0.261538  | 0.25      | 0         | 0.131579  | 0.139535  | 0.105263  | 0.0526316 | 0.0526316 | 0.037037  | 0.318182  | 0         | 0.15873   | 0.08      | 0.12      | 0.45      | 0.0526316 | 0.2       | 0.44      | 0         | 0.15      | 0         | 0.0526316 | 0.233333  | 0         | 0.151515  | 0.0545455 | 0.186047  | 0.0263158 | 0.047619  | 0.0434783 | 0.307692  | 0.1       | 0         | 0         | 0.322581  | 0         | 0.2       | 0.166667  | 0.192308  | 0.0454545 | 0.0416667 | 0.0606061 | 0         | 0.0212766 | 0         | 1         | 0         | 0.238095  | 0         | 0         | 0.0333333 | 0.538462  | 0.0606061 | 0.842105  | 0.04      | 0.189189  | 0.04      | 0.142857  | 0.08      | 0         | 0         | 0.0357143 | 0.193548  | 0.193548  | 0.137931  | 0.212121  | 0.178571  | 0.142857  | 0         | 0         | 0.142857  | 0.0833333 | 0.238095  | 0         | 0         | 0.0454545 | 0         | 0.0769231 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.108108  | 0         | 0.105263  | 0         | 0.027027  | 0.25      | 0         | 0.4       | 0         | 0.1       | 0         | 0         | 0.0454545 | 0.288136  | 0.217391  | 0         | 0         | 0         | 0.2       | 0.0526316 | 0         | 0.130435  | 0.05      | 0         | 0.323529  | 0         | 0.0909091 | 0         | 0         | 0.257143  | 0         | 0         | 0.15      | 0.0294118 | 0.157895  | 0         | 0.0526316 | 0.0606061 | 0.0566038 | 0.113208  | 0         | 0         | 0         | 0.0454545 | 0         | 0.0952381 | 0         | 0.0740741 | 0         | 0.121212  | 0.133333  | 0.333333  | 0.4       | 0.295455  | 0.0227273 | 0         |
